247,Rivals
School:  Clemson Year:  2012 Name:  Marty Williams Position:  S City:  North Augusta State:  SC Height:  74 Weight:  205 Stars:  3,School:  Florida State Year:  2012 Name:  Ronald Darby Position:  DB City:  Oxon Hill State:  MD Height:  71 Weight:  172 Stars:  4,
School:  TCU Year:  2012 Name:  Kolby Listenbee Position:  ATH City:  Arlington State:  TX Height:  72 Weight:  170 Stars:  3,School:  Florida State Year:  2012 Name:  Colin Blake Position:  DB City:  San Antonio State:  TX Height:  75 Weight:  185 Stars:  4,
School:  Pittsburgh Year:  2012 Name:  Bam Bradley Position:  S City:  Dayton State:  OH Height:  73 Weight:  216 Stars:  3,School:  Florida State Year:  2012 Name:  Menelik Watson Position:  OL City:  Mission Viejo State:  CA Height:  78 Weight:  320 Stars:  3,
School:  Arkansas Year:  2012 Name:  Defonta Lowe Position:  ATH City:  Bearden State:  AR Height:  75 Weight:  190 Stars:  3,School:  Florida State Year:  2012 Name:  Daniel Glauser Position:  OL City:  Roswell State:  NM Height:  78 Weight:  320 Stars:  3,
School:  Michigan State Year:  2012 Name:  Josiah Price Position:  TE City:  Greentown State:  IN Height:  77 Weight:  240 Stars:  3,School:  Florida State Year:  2012 Name:  Justin Shanks Position:  DT City:  Prattville State:  AL Height:  75 Weight:  306 Stars:  4,
School:  Iowa Year:  2012 Name:  Ruben Lile Position:  S City:  Detroit State:  MI Height:  75 Weight:  200 Stars:  3,School:  Florida State Year:  2012 Name:  Marvin Bracy Position:  WR City:  Orlando State:  FL Height:  70 Weight:  162 Stars:  4,
School:  Iowa Year:  2012 Name:  Cameron Wilson Position:  WR City:  Dublin State:  OH Height:  74 Weight:  195 Stars:  3,School:  Florida State Year:  2012 Name:  Cason Beatty Position:  K City:  Charlotte State:  NC Height:  75 Weight:  215 Stars:  2,
School:  Minnesota Year:  2012 Name:  Jonah Pirsig Position:  OT City:  Blue Earth State:  MN Height:  81 Weight:  285 Stars:  3,School:  Florida State Year:  2012 Name:  Christo Kourtzidis Position:  TE City:  Orange State:  CA Height:  76 Weight:  230 Stars:  4,
School:  Michigan State Year:  2012 Name:  Benny McGowan Position:  OG City:  Dayton State:  OH Height:  76 Weight:  290 Stars:  3,School:  Florida State Year:  2012 Name:  Sean Maguire Position:  QB City:  West Orange State:  NJ Height:  75 Weight:  200 Stars:  3,
School:  Illinois Year:  2012 Name:  Dami Ayoola Position:  RB City:  Fort Lauderdale State:  FL Height:  70 Weight:  200 Stars:  3,School:  Florida State Year:  2012 Name:  Ukeme Eligwe Position:  LB City:  Stone Mountain State:  GA Height:  75 Weight:  210 Stars:  4,
School:  Boise State Year:  2012 Name:  Travis Averill Position:  OG City:  Anaheim State:  CA Height:  76 Weight:  280 Stars:  3,School:  Florida State Year:  2012 Name:  Mario Edwards Position:  DT City:  Denton State:  TX Height:  76 Weight:  275 Stars:  5,
School:  Missouri Year:  2012 Name:  Russell Hansbrough Position:  RB City:  Arlington State:  TX Height:  69 Weight:  180 Stars:  3,School:  Florida State Year:  2012 Name:  Roberto Aguayo Position:  K City:  Groveland State:  FL Height:  72 Weight:  183 Stars:  3,
School:  Arkansas Year:  2012 Name:  Nathan Holmes Position:  ATH City:  Port Arthur State:  TX Height:  73 Weight:  175 Stars:  3,School:  Florida State Year:  2012 Name:  Chris Casher Position:  DE City:  Mobile State:  AL Height:  76 Weight:  225 Stars:  4,
School:  Texas A&M Year:  2012 Name:  Julien Obioha Position:  SDE City:  New Orleans State:  LA Height:  75 Weight:  255 Stars:  3,School:  Florida State Year:  2012 Name:  Mario Pender Position:  RB City:  Cape Coral State:  FL Height:  72 Weight:  185 Stars:  4,
School:  Mississippi State Year:  2012 Name:  Xavier Grindle Position:  RB City:  Columbia State:  MS Height:  70 Weight:  190 Stars:  3,School:  Florida State Year:  2012 Name:  Dalvon Stuckey Position:  DT City:  De Funiak Springs State:  FL Height:  76 Weight:  305 Stars:  3,
School:  Houston Year:  2012 Name:  Tomme Mark Position:  DT City:  Lufkin State:  TX Height:  74 Weight:  264 Stars:  3,School:  Florida State Year:  2012 Name:  P.J. Williams Position:  DB City:  Ocala State:  FL Height:  73 Weight:  175 Stars:  4,
School:  Northwestern Year:  2012 Name:  Malin Jones Position:  RB City:  Joliet State:  IL Height:  74 Weight:  190 Stars:  3,School:  Fresno State Year:  2012 Name:  Cody Clay Position:  OL City:  Fullerton State:  CA Height:  79 Weight:  305 Stars:  2,
School:  Wake Forest Year:  2012 Name:  Tyler Cameron Position:  DUAL City:  Jupiter State:  FL Height:  75 Weight:  215 Stars:  3,School:  Fresno State Year:  2012 Name:  Aaron Peck Position:  WR City:  Moreno Valley State:  CA Height:  75 Weight:  215 Stars:  0,
School:  Washington State Year:  2012 Name:  Jeremiah Allison Position:  OLB City:  Los Angeles State:  CA Height:  74 Weight:  205 Stars:  3,School:  Fresno State Year:  2012 Name:  T.J. Thomas Position:  RB City:  Mesa State:  AZ Height:  72 Weight:  200 Stars:  0,
School:  Vanderbilt Year:  2012 Name:  Patton Robinette Position:  DUAL City:  Maryville State:  TN Height:  77 Weight:  200 Stars:  3,School:  Fresno State Year:  2012 Name:  Marteze Waller Position:  RB City:  Eatonton State:  GA Height:  71 Weight:  195 Stars:  0,
School:  Florida Year:  2012 Name:  Bryan Cox Jr. Position:  SDE City:  Fort Lauderdale State:  FL Height:  75 Weight:  240 Stars:  3,School:  Fresno State Year:  2012 Name:  Jerry Smith Position:  ATH City:  Bellflower State:  CA Height:  68 Weight:  165 Stars:  0,
School:  Minnesota Year:  2012 Name:  Jamel Harbison Position:  WR City:  Charlotte State:  NC Height:  71 Weight:  175 Stars:  3,School:  Fresno State Year:  2012 Name:  Travis Harvey Position:  OL City:  Burbank State:  CA Height:  77 Weight:  325 Stars:  0,
School:  Duke Year:  2012 Name:  Deion Williams Position:  OLB City:  Orange State:  CA Height:  72 Weight:  215 Stars:  3,School:  Fresno State Year:  2012 Name:  Mike Saenz Position:  OL City:  Fullerton State:  CA Height:  77 Weight:  305 Stars:  0,
School:  Georgia Tech Year:  2012 Name:  Roderick Chungong Position:  SDE City:  Olney State:  MD Height:  75 Weight:  240 Stars:  3,School:  Fresno State Year:  2012 Name:  Brandon Hughes Position:  DE City:  Moorpark State:  CA Height:  76 Weight:  205 Stars:  2,
School:  Boise State Year:  2012 Name:  Chaz Anderson Position:  CB City:  Los Angeles State:  CA Height:  72 Weight:  175 Stars:  3,School:  Fresno State Year:  2012 Name:  Jean-Marc Brierre Position:  DT City:  Pauma Valley State:  CA Height:  76 Weight:  275 Stars:  0,
School:  Minnesota Year:  2012 Name:  Isaac Hayes Position:  OC City:  Saint Paul State:  MN Height:  75 Weight:  270 Stars:  3,School:  Fresno State Year:  2012 Name:  Tui Unga Position:  LB City:  Etiwanda State:  CA Height:  75 Weight:  215 Stars:  0,
School:  Connecticut Year:  2012 Name:  Casey Cochran Position:  PRO City:  Monroe State:  CT Height:  73 Weight:  200 Stars:  3,School:  Fresno State Year:  2012 Name:  Shannon Edwards Position:  DB City:  Bakersfield State:  CA Height:  70 Weight:  175 Stars:  3,
School:  Stanford Year:  2012 Name:  Ikenna Nwafor Position:  DT City:  Irving State:  TX Height:  76 Weight:  290 Stars:  3,School:  Fresno State Year:  2012 Name:  Myles Carr Position:  QB City:  Arcadia State:  CA Height:  72 Weight:  175 Stars:  2,
School:  Oregon State Year:  2012 Name:  Garrett Weinreich Position:  OT City:  Arroyo Grande State:  CA Height:  77 Weight:  290 Stars:  3,School:  Fresno State Year:  2012 Name:  Dalen Jones Position:  WR City:  Woodland State:  CA Height:  73 Weight:  190 Stars:  3,
School:  Texas Tech Year:  2012 Name:  Casey Gladney Position:  WR City:  Columbia State:  SC Height:  74 Weight:  185 Stars:  3,School:  Fresno State Year:  2012 Name:  Justin Johnson Position:  WR City:  Bellflower State:  CA Height:  73 Weight:  185 Stars:  3,
School:  Florida State Year:  2012 Name:  Sean Maguire Position:  PRO City:  West Orange State:  NJ Height:  75 Weight:  200 Stars:  3,School:  Fresno State Year:  2012 Name:  David Keller Position:  OL City:  Fresno State:  CA Height:  77 Weight:  286 Stars:  3,
School:  Miami Year:  2012 Name:  Jacoby Briscoe Position:  DT City:  Lafayette State:  LA Height:  76 Weight:  310 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Beau Hankins Position:  LB City:  Birmingham State:  AL Height:  74 Weight:  226 Stars:  3,
School:  Ohio State Year:  2012 Name:  Jacoby Boren Position:  OG City:  Pickerington State:  OH Height:  75 Weight:  275 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Travin Henry Position:  ATH City:  Adel State:  GA Height:  76 Weight:  228 Stars:  3,
School:  Maryland Year:  2012 Name:  Albert Reid Position:  ATH City:  Washington State:  DC Height:  71 Weight:  185 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Adam Gotsis Position:  DT City:  null State:  null Height:  76 Weight:  290 Stars:  2,
School:  Alabama Year:  2012 Name:  Alec Morris Position:  PRO City:  Allen State:  TX Height:  76 Weight:  235 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Ryan Rodwell Position:  K City:  Deland State:  FL Height:  74 Weight:  215 Stars:  2,
School:  Oklahoma State Year:  2012 Name:  Trace Clark Position:  SDE City:  Wichita State:  KS Height:  77 Weight:  240 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Lynn Griffin Position:  DB City:  Jacksonville State:  FL Height:  72 Weight:  206 Stars:  3,
School:  TCU Year:  2012 Name:  Deante Gray Position:  WR City:  Houston State:  TX Height:  70 Weight:  170 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Freddie Burden Position:  OL City:  Statesboro State:  GA Height:  75 Weight:  290 Stars:  3,
School:  Wake Forest Year:  2012 Name:  Laronji Vason Position:  CB City:  Prattville State:  AL Height:  70 Weight:  181 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Justin Thomas Position:  ATH City:  Prattville State:  AL Height:  71 Weight:  175 Stars:  4,
School:  Michigan Year:  2012 Name:  Jeremy Clark Position:  S City:  Madisonville State:  KY Height:  76 Weight:  205 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Anthony Autry Position:  DB City:  Norcross State:  GA Height:  74 Weight:  180 Stars:  3,
School:  Cincinnati Year:  2012 Name:  Deionte Buckley Position:  RB City:  Indianapolis State:  IN Height:  69 Weight:  198 Stars:  3,School:  Georgia Tech Year:  2012 Name:  D.J. White Position:  DB City:  McDonough State:  GA Height:  70 Weight:  180 Stars:  3,
School:  Florida International Year:  2012 Name:  Patrick Jean Position:  OLB City:  Port Saint Lucie State:  FL Height:  75 Weight:  200 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Roderick Chungong Position:  DE City:  Olney State:  MD Height:  75 Weight:  250 Stars:  3,
School:  Rutgers Year:  2012 Name:  Davon Jacobs Position:  ATH City:  Wayne State:  NJ Height:  74 Weight:  185 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Marcus Allen Position:  ATH City:  Hilliard State:  FL Height:  74 Weight:  210 Stars:  3,
School:  Baylor Year:  2012 Name:  Terrell Burt Position:  CB City:  Wylie State:  TX Height:  70 Weight:  170 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Micheal Summers Position:  ATH City:  Statesboro State:  GA Height:  73 Weight:  190 Stars:  3,
School:  Michigan State Year:  2012 Name:  Zach Higgins Position:  OT City:  Alliance State:  OH Height:  77 Weight:  310 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Dennis Andrews Position:  ATH City:  Tallahassee State:  FL Height:  71 Weight:  190 Stars:  3,
School:  Purdue Year:  2012 Name:  Ryan Morris Position:  TE City:  Barnegat State:  NJ Height:  78 Weight:  230 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Francis Kallon Position:  DE City:  Lawrenceville State:  GA Height:  77 Weight:  260 Stars:  4,
School:  Memphis Year:  2012 Name:  Will Gross Position:  DUAL City:  Memphis State:  TN Height:  74 Weight:  180 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Pat Gamble Position:  DT City:  Carrollton State:  GA Height:  77 Weight:  275 Stars:  3,
School:  Alabama Year:  2012 Name:  Darren Lake Position:  DT City:  York State:  AL Height:  76 Weight:  320 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Tyler Stargel Position:  LB City:  Gulf Shores State:  AL Height:  75 Weight:  250 Stars:  3,
School:  Mississippi State Year:  2012 Name:  Devon Desper Position:  OC City:  Madison State:  MS Height:  76 Weight:  300 Stars:  3,School:  Georgia Tech Year:  2012 Name:  Chase Roberts Position:  OL City:  Norcross State:  GA Height:  75 Weight:  285 Stars:  3,
School:  Illinois Year:  2012 Name:  Vontrell Williams Position:  DT City:  Chicago State:  IL Height:  74 Weight:  265 Stars:  3,School:  Houston Year:  2012 Name:  Jontrey Tillman Position:  ATH City:  Baldwin State:  LA Height:  69 Weight:  170 Stars:  2,
School:  Virginia Year:  2012 Name:  Mario Nixon Position:  WR City:  Norfolk State:  VA Height:  77 Weight:  210 Stars:  3,School:  Houston Year:  2012 Name:  William Jackson Position:  ATH City:  Houston State:  TX Height:  74 Weight:  180 Stars:  3,
School:  Washington State Year:  2012 Name:  Robert Lewis Position:  APB City:  South Gate State:  CA Height:  70 Weight:  165 Stars:  3,School:  Houston Year:  2012 Name:  Adrian McDonald Position:  ATH City:  Lawton State:  OK Height:  70 Weight:  160 Stars:  3,
